iter	Logloss
170	0.2400934343
171	0.2398030669
172	0.2394920909
173	0.2390504958
174	0.238773433
175	0.2384304461
176	0.2381610953
177	0.2376415646
178	0.2374017533
179	0.2370037077
180	0.2365604498
181	0.2360777469
182	0.2357379123
183	0.2353662874
184	0.2349295432
185	0.2346701913
186	0.2342036774
187	0.2338525316
188	0.2335462262
189	0.2331593459
190	0.2328721947
191	0.2325861319
192	0.2322819383
193	0.2318493022
194	0.2314729551
195	0.2310773959
196	0.2307846708
197	0.2304101361
198	0.2301834773
199	0.2298666224
200	0.2295109221
201	0.2293347397
202	0.2290439443
203	0.2287944276
204	0.228508954
205	0.2280821542
206	0.227906288
207	0.2276072646
208	0.227205715
209	0.2270579708
210	0.2268599988
211	0.2265789263
212	0.2262801789
213	0.2258751311
214	0.2257217658
215	0.2254299356
216	0.2252296395
217	0.2246328607
218	0.2244313301
219	0.224234469
220	0.2238193794
221	0.2236100197
222	0.2233494719
223	0.2231201314
224	0.2228546132
225	0.2225089614
226	0.2222460866
227	0.2220753208
228	0.2218823013
229	0.221614432
230	0.2210631712
231	0.2208122637
232	0.2205302551
233	0.220206321
234	0.2199872182
235	0.2197419827
236	0.2194985896
237	0.2193124685
238	0.2190711846
239	0.2187597299
240	0.2186362599
241	0.21847018
242	0.2183333476
243	0.2181526268
244	0.2180869146
245	0.2178499315
246	0.2174784258
247	0.2172729346
248	0.2171845387
249	0.2170821813
250	0.2168984286
251	0.216589682
252	0.2163812781
253	0.2162169311
254	0.2160991041
255	0.2158318245
256	0.2156374016
257	0.2155259996
258	0.2152993603
259	0.2149735441
260	0.2147477644
261	0.2144413845
262	0.2142035725
263	0.2139785268
264	0.2138432684
265	0.2137016388
266	0.2135586193
267	0.2132406185
268	0.2130056375
269	0.2127543554
270	0.2126132264
271	0.2124719969
272	0.2123616866
273	0.2120644316
274	0.211919848
275	0.2117443253
276	0.2116333099
277	0.2114963044
278	0.2113759064
279	0.2112274323
280	0.2108109488
281	0.2106893694
282	0.2104676424
283	0.2104041415
284	0.2100845522
285	0.2099436035
286	0.2098513661
287	0.2096119785
288	0.2093182615
289	0.2091727728
290	0.2089950903
291	0.20886092
292	0.2086241034
293	0.2084277162
294	0.2080478255
295	0.2079060444
296	0.2076283737
297	0.207549024
298	0.2073904766
299	0.2072912211
300	0.2070478082
301	0.2067459355
302	0.2066086261
303	0.2065199745
304	0.2064582955
305	0.2062445832
306	0.2061733444
307	0.2059482628
308	0.205540171
309	0.205459165
310	0.2053884339
311	0.2052508388
312	0.205136841
313	0.2047957339
314	0.2045746372
315	0.2044802119
316	0.204299454
317	0.2040128282
318	0.2039051757
319	0.2037587515
320	0.2036595854
321	0.2034968802
322	0.2033149818
323	0.2031939915
324	0.2030613643
325	0.2028719859
326	0.2027828038
327	0.2026700125
328	0.2025674413
329	0.2023957891
330	0.2022729358
331	0.2020687869
332	0.2019514904
333	0.2018807622
334	0.2017556712
335	0.2016451617
336	0.2014041204
337	0.2012411098
338	0.2010937022
339	0.2010304843
340	0.2008511678
341	0.2007611942
342	0.20054635
343	0.2004308023
344	0.2002475165
345	0.1998853864
346	0.199798463
347	0.1996789159
348	0.1994304737
349	0.1993929223
350	0.1992410437
351	0.1989909185
352	0.1988452463
353	0.1987192956
354	0.1986390716
355	0.1985230109
356	0.1984493835
357	0.1983534879
358	0.1980763051
359	0.1978875209
360	0.1978195311
361	0.1977717506
362	0.1976305763
363	0.1975015661
364	0.1973827003
365	0.1970153802
366	0.1969150031
367	0.1967934798
368	0.196666631
369	0.1964552245
370	0.1963802351
371	0.1962971153
372	0.1962119454
373	0.1960578678
374	0.1956162445
375	0.1955151801
376	0.1953854797
377	0.195170723
378	0.195062598
379	0.1949428146
380	0.1947524341
381	0.1947232092
382	0.1945154238
383	0.1943980413
384	0.1942635617
385	0.1941775529
386	0.1936893671
387	0.1936020176
388	0.1935110417
389	0.1934206184
390	0.1932347945
391	0.1931528533
392	0.1930788741
393	0.1926426232
394	0.1925340793
395	0.1924477788
396	0.1923624835
397	0.1919665436
398	0.1919357283
399	0.1916864853
400	0.1916195686
401	0.1914556369
402	0.1913552854
403	0.1912592648
404	0.1911679195
405	0.1909624105
406	0.1908642373
407	0.1907574709
408	0.1907264739
409	0.190552656
410	0.1904978937
411	0.1900987273
412	0.1900282373
413	0.1899792692
414	0.1896128826
415	0.1895904594
416	0.1895464065
417	0.1894579821
418	0.1893811937
419	0.1891973647
420	0.1891117664
421	0.1889614618
422	0.1889167662
423	0.1886931737
424	0.1885097052
425	0.1881452973
426	0.1878767301
427	0.1877742157
428	0.1876262833
429	0.187572099
430	0.1874632007
431	0.187401932
432	0.18732682
433	0.1871635073
434	0.18701966
435	0.1867004607
436	0.1865963827
437	0.1865573574
438	0.1864059542
439	0.1862919854
440	0.1859556486
441	0.1858791945
442	0.1857569148
443	0.1856625273
444	0.1855844757
445	0.1854699007
446	0.1853756928
447	0.1852394402
448	0.1852010389
449	0.1849094001
450	0.1848188628
451	0.1847731459
452	0.1845558003
453	0.1843613668
454	0.1842592597
455	0.1841879499
456	0.1840392559
457	0.1839972064
458	0.1839482202
459	0.1838437558
460	0.1837884208
461	0.1836764922
462	0.183626464
463	0.1835109283
464	0.1833380265
465	0.1831692841
466	0.1830424789
467	0.1829570972
468	0.1829110708
469	0.1828344436
470	0.1827413899
471	0.1824633779
472	0.182109817
473	0.1820252846
474	0.1820064455
475	0.1818791642
476	0.1817875066
477	0.1815228025
478	0.1813687305
479	0.1812808929
480	0.1811554137
481	0.1808239461
482	0.1806966874
483	0.180687174
484	0.1806226607
485	0.180526214
486	0.1803446223
487	0.1802069359
488	0.1801120743
489	0.1799645836
490	0.179871489
491	0.1797531895
492	0.1796718315
493	0.1795692875
494	0.1795026956
495	0.179388032
496	0.1793123356
497	0.1791865197
498	0.1791156072
499	0.1790120857
500	0.1788027319
501	0.1787211474
502	0.1784748095
503	0.1782717629
504	0.1782124573
505	0.1781763325
506	0.1780742059
507	0.1780314167
508	0.1779408696
509	0.1777794522
510	0.1774841853
511	0.1774084504
512	0.177294659
513	0.1772018091
514	0.1770183804
515	0.1766688806
516	0.1764164283
517	0.176344767
518	0.1760575778
519	0.1758654077
520	0.175829285
521	0.1755417895
522	0.1754461263
523	0.1751993255
524	0.1750960309
525	0.1750355259
526	0.174952672
527	0.1749009959
528	0.1746920751
529	0.1746025233
530	0.1745777689
531	0.1745080261
532	0.1742787082
533	0.1741809468
534	0.1739638648
535	0.1737355941
536	0.1736556363
537	0.1733871926
538	0.1732216834
539	0.1730894817
540	0.1729048348
541	0.1728096475
542	0.1727424036
543	0.1726042537
544	0.1725433401
545	0.1723778917
546	0.1723354573
547	0.1720974688
548	0.1720091631
549	0.1719082582
550	0.1716807465
551	0.1716334298
552	0.1714608275
553	0.1714302246
554	0.1709761575
555	0.17092197
556	0.1708043457
557	0.1707186307
558	0.1706672917
559	0.1706092974
560	0.1704537475
561	0.1702249359
562	0.1701705975
563	0.1700464471
564	0.1699826675
565	0.1697168022
566	0.1694243605
567	0.1693869578
568	0.169314661
569	0.1691035218
570	0.1690549895
571	0.1689153642
572	0.168820306
573	0.1686499954
574	0.1685733273
575	0.1684308174
576	0.1683760096
577	0.1680885557
578	0.1679835307
579	0.1678907986
580	0.1678316585
581	0.1677914387
582	0.1676883352
583	0.1675284273
584	0.1673317979
585	0.1669419491
586	0.1668563184
587	0.1668449927
588	0.1667860001
589	0.1666840998
590	0.1665268244
591	0.166356011
592	0.1663076969
593	0.1662558815
594	0.165994398
595	0.1659650787
596	0.1658733342
597	0.1656125014
598	0.1654337779
599	0.1653667266
600	0.1652105914
601	0.1651865843
602	0.1651716273
603	0.1650698741
604	0.1649701795
605	0.1649334576
606	0.1649041536
607	0.1648743664
608	0.1648116196
609	0.1647632267
610	0.1646112151
611	0.1645514637
612	0.1644501194
613	0.1642138756
614	0.1640463405
615	0.1638055628
616	0.1637140716
617	0.1636351628
618	0.1635620853
619	0.1635112513
620	0.1634522917
621	0.1633359834
622	0.1632673802
623	0.1632143862
624	0.1631650589
625	0.1631070951
626	0.1628177042
627	0.1627703157
628	0.1625695816
629	0.1623955477
630	0.1622953245
631	0.1621522732
632	0.161993111
633	0.1618911728
634	0.1618047668
635	0.1617090934
636	0.1616598093
637	0.1614382491
638	0.1613462503
639	0.1612422704
640	0.1611546585
641	0.1610029372
642	0.1608748088
643	0.160848366
644	0.1607861527
645	0.1606143045
646	0.1604385695
647	0.1602471526
648	0.1600527899
649	0.1600126654
650	0.159891374
651	0.1598583861
652	0.1597923749
653	0.1597338142
654	0.1595847836
655	0.159506911
656	0.1592892094
657	0.1591140297
658	0.1589054776
659	0.1588531289
660	0.1588184915
661	0.158724229
662	0.1586916287
663	0.1586158886
664	0.1585283819
665	0.1583197408
666	0.1582149503
667	0.1581658793
668	0.1580383686
669	0.1578126301
670	0.1577188311
671	0.1573904091
672	0.1573612333
673	0.1572681137
674	0.1572133502
675	0.1571262134
676	0.157054088
677	0.1569669579
678	0.1569260596
679	0.156843369
680	0.1568092501
681	0.1566777719
682	0.1565943833
683	0.1564994064
684	0.1564014573
685	0.1562735927
686	0.1562512389
687	0.1561485892
688	0.1559314425
689	0.1559099032
690	0.1558523544
691	0.1557621959
692	0.1556043003
693	0.1554076653
694	0.1553274065
695	0.1552602329
696	0.1550570551
697	0.1549607618
698	0.1549203116
699	0.154742457
700	0.154710561
701	0.154672021
702	0.1546014352
703	0.1545649771
704	0.1542698803
705	0.1540788879
706	0.1539661317
707	0.1538781054
708	0.1537517784
709	0.1537164978
710	0.153560365
711	0.1534971643
712	0.1534746833
713	0.1533899033
714	0.1533148684
715	0.15319287
716	0.1531423221
717	0.1530774533
718	0.1529523973
719	0.1528877494
720	0.1528407082
721	0.152636399
722	0.1522809858
723	0.1520739245
724	0.152009073
725	0.1519256479
726	0.1518627691
727	0.151698886
728	0.1515834581
729	0.1514750788
730	0.1514230305
731	0.1513561697
732	0.1513419835
733	0.1513056023
734	0.1512190138
735	0.1509130945
736	0.1508318162
737	0.1507957021
738	0.1505824481
739	0.1505542897
740	0.1505147523
741	0.1504407891
742	0.1502980799
743	0.1501542668
744	0.1500734871
745	0.1500052889
746	0.1499620105
747	0.1498507578
748	0.1496109383
749	0.1495268814
750	0.1494280194
751	0.1493340252
752	0.149283863
753	0.1491640313
754	0.1489289801
755	0.1487861096
756	0.1487225073
757	0.1485723171
758	0.1484847666
759	0.1484055639
760	0.1483485945
761	0.148279376
762	0.148155282
763	0.1480703616
764	0.1479756635
765	0.1478484894
766	0.1477045868
767	0.1475705191
768	0.147478425
769	0.1474429446
770	0.1474019566
771	0.147296357
772	0.1470644449
773	0.1469031003
774	0.1466641036
775	0.1465854608
776	0.1465227716
777	0.1463775328
778	0.1462612631
779	0.1462049789
780	0.1460558276
781	0.1458468959
782	0.1458232456
783	0.1457528053
784	0.1455930516
785	0.145560265
786	0.145517455
787	0.1453672748
788	0.1452158566
789	0.1451295715
790	0.1450630768
791	0.1450128799
792	0.1449609094
793	0.144795161
794	0.1446693815
795	0.1446448083
796	0.1445617932
797	0.1444660911
798	0.1443631797
799	0.1443160247
800	0.1440704464
801	0.1440377256
802	0.1439585984
803	0.1438799049
804	0.1438599397
805	0.1437577468
806	0.1436833688
807	0.1436315192
808	0.1435916868
809	0.143494679
810	0.1433232918
811	0.1432502852
812	0.1431934252
813	0.1431309678
814	0.1430597299
815	0.1428663809
816	0.1427802909
817	0.1425946288
818	0.1424820204
819	0.1424071488
820	0.1423620366
821	0.1423407639
822	0.1421999171
823	0.1421133767
824	0.1418730893
825	0.1418348691
826	0.1418212943
827	0.1417633491
828	0.1415520409
829	0.1414940076
830	0.1413467239
831	0.1412949907
832	0.1410955754
833	0.1409867016
834	0.1408741185
835	0.1407477373
836	0.1406653689
837	0.1404574388
838	0.1402652336
839	0.1400945917
840	0.1400501923
841	0.1397614403
842	0.1396873109
843	0.1394797328
844	0.139446299
845	0.139402977
846	0.1392460889
847	0.1391391294
848	0.1391142036
849	0.1389993911
850	0.138924781
851	0.1388639263
852	0.1386599525
853	0.1386315891
854	0.1385914572
855	0.1385741209
856	0.1385049848
857	0.1381825029
858	0.1381162457
859	0.1380750424
860	0.1380514305
861	0.1380179892
862	0.1378508778
863	0.1378233092
864	0.1377287454
865	0.1377054546
866	0.1376189079
867	0.1374490653
868	0.1372569102
869	0.1371725984
870	0.1371253531
871	0.1369358478
872	0.136657446
873	0.1366282787
874	0.1365974126
875	0.1365757457
876	0.1362314541
877	0.1361307551
878	0.1360198729
879	0.1358105572
880	0.1356431999
881	0.1355215572
882	0.1354076527
883	0.1352189336
884	0.1351057627
885	0.1350319232
886	0.1349761587
887	0.1349197213
888	0.1348854522
889	0.1348148212
890	0.1346248894
891	0.1344505997
892	0.134220708
893	0.1340048304
894	0.1339648002
895	0.1338176695
896	0.1336919559
897	0.1335279512
898	0.1334591219
899	0.1334317674
900	0.1332784301
901	0.1331816476
902	0.1331076957
903	0.132913403
904	0.1326503311
905	0.1325895645
906	0.1325552666
907	0.1324839117
908	0.1324300186
909	0.1322168763
910	0.1321424663
911	0.1320968148
912	0.1320119367
913	0.1317465293
914	0.1315685503
915	0.1315220028
916	0.1313688861
917	0.1311419277
918	0.1310286399
919	0.1309735574
920	0.1309325292
921	0.1307400715
922	0.1305845777
923	0.1304997294
924	0.1304301572
925	0.1303916514
926	0.1302101358
927	0.1300689514
928	0.1299806181
929	0.1297631838
930	0.1296906407
931	0.1295920397
932	0.1295234016
933	0.1294416303
934	0.1294015225
935	0.1293589891
936	0.1292984131
937	0.1292440632
938	0.1291699714
939	0.1291536217
940	0.1290943253
941	0.1290222039
942	0.1288986866
943	0.1287302732
944	0.1285703421
945	0.1284203826
946	0.1283938884
947	0.1283532982
948	0.1281872831
949	0.1281559955
950	0.1278537178
951	0.1276886208
952	0.1276277944
953	0.1275294118
954	0.127348335
955	0.127292561
956	0.12724999
957	0.1269901982
958	0.1269623799
959	0.1267210808
960	0.1266552092
961	0.1265827262
962	0.1265623767
963	0.126500128
964	0.1262006206
965	0.1261113004
966	0.1260377543
967	0.1259967192
968	0.1259551185
969	0.1258214466
970	0.125586807
971	0.125552224
972	0.1254632844
973	0.12539829
974	0.1251522631
975	0.1250888925
976	0.1250432209
977	0.1248869916
978	0.1248117129
979	0.1247944854
980	0.1247309925
981	0.1246938534
982	0.124667079
983	0.1245749423
984	0.1245112143
985	0.1243595252
986	0.1243294661
987	0.1242629546
988	0.1241085703
989	0.1239570118
990	0.1238710144
991	0.1236994635
992	0.1234769467
993	0.1234507744
994	0.1234169232
995	0.1233969636
996	0.1233312209
997	0.1232916821
998	0.1232410577
999	0.1231972997
